frame id,xmin,ymin,xmax,ymax,class,score
1,357.0,914.0,837.0,1075.0,2.0,0.9127506613731384
1,423.0,814.0,895.0,1004.0,2.0,0.9030155539512634
1,766.0,969.0,1263.0,1077.0,2.0,0.7881873846054077
1,1740.0,602.0,1787.0,635.0,2.0,0.7385720610618591
1,1835.0,657.0,1920.0,734.0,2.0,0.6950278282165527
1,956.0,688.0,984.0,754.0,0.0,0.6493262052536011
1,1023.0,397.0,1062.0,492.0,9.0,0.6203309297561646
1,992.0,687.0,1015.0,754.0,0.0,0.6140375733375549
1,817.0,418.0,858.0,513.0,9.0,0.5959720611572266
1,868.0,697.0,894.0,763.0,0.0,0.5605722069740295
1,1849.0,432.0,1872.0,485.0,9.0,0.5173104405403137
1,449.0,688.0,506.0,752.0,2.0,0.43565335869789124
1,1520.0,617.0,1630.0,663.0,2.0,0.40628889203071594
1,752.0,469.0,799.0,539.0,9.0,0.3745201826095581
2,295.0,924.0,804.0,1079.0,2.0,0.8668004274368286
2,391.0,820.0,878.0,1005.0,2.0,0.7764062881469727
2,765.0,973.0,1264.0,1077.0,2.0,0.7722084522247314
2,1739.0,603.0,1783.0,636.0,2.0,0.7387728691101074
2,1835.0,657.0,1920.0,734.0,2.0,0.6972703337669373
2,956.0,688.0,984.0,754.0,0.0,0.6448249816894531
2,1024.0,397.0,1061.0,492.0,9.0,0.613412618637085
2,992.0,687.0,1015.0,754.0,0.0,0.6109264492988586
2,818.0,418.0,858.0,513.0,9.0,0.5933728218078613
2,868.0,697.0,894.0,763.0,0.0,0.5763566493988037
2,1849.0,432.0,1872.0,485.0,9.0,0.515857994556427
2,1521.0,617.0,1630.0,663.0,2.0,0.40391555428504944
2,752.0,469.0,799.0,539.0,9.0,0.36506229639053345
2,1885.0,579.0,1919.0,607.0,2.0,0.31482014060020447
2,448.0,689.0,503.0,752.0,2.0,0.31016701459884644
3,297.0,924.0,804.0,1079.0,2.0,0.8621814846992493
3,765.0,973.0,1264.0,1077.0,2.0,0.7715976238250732
3,391.0,820.0,877.0,1005.0,2.0,0.7638179659843445
3,1739.0,603.0,1783.0,636.0,2.0,0.7387815117835999
3,1835.0,657.0,1920.0,734.0,2.0,0.6975159049034119
3,956.0,688.0,984.0,754.0,0.0,0.6441118717193604
3,1024.0,397.0,1061.0,492.0,9.0,0.6135373711585999
3,992.0,687.0,1015.0,754.0,0.0,0.6106947660446167
3,818.0,418.0,858.0,513.0,9.0,0.5933734774589539
3,868.0,697.0,894.0,763.0,0.0,0.5765442252159119
3,1849.0,432.0,1872.0,485.0,9.0,0.5159491300582886
3,1521.0,617.0,1630.0,663.0,2.0,0.4039033353328705
3,752.0,469.0,799.0,539.0,9.0,0.3647688925266266
3,1885.0,579.0,1919.0,607.0,2.0,0.314875066280365
3,448.0,689.0,503.0,753.0,2.0,0.30976203083992004
4,302.0,930.0,766.0,1078.0,2.0,0.8652229905128479
4,370.0,820.0,861.0,1013.0,2.0,0.834685742855072
4,761.0,970.0,1264.0,1077.0,2.0,0.7950468063354492
4,1738.0,603.0,1784.0,637.0,2.0,0.7667793035507202
4,1835.0,657.0,1920.0,734.0,2.0,0.6995947957038879
4,956.0,688.0,984.0,754.0,0.0,0.640500009059906
4,1024.0,397.0,1061.0,492.0,9.0,0.6181222200393677
4,992.0,687.0,1015.0,754.0,0.0,0.6090388298034668
4,817.0,418.0,858.0,513.0,9.0,0.5985347032546997
4,868.0,697.0,894.0,763.0,0.0,0.5754325985908508
4,1849.0,432.0,1872.0,485.0,9.0,0.5150061845779419
4,1521.0,617.0,1630.0,663.0,2.0,0.4029424488544464
4,752.0,469.0,799.0,539.0,9.0,0.36923471093177795
4,449.0,691.0,499.0,752.0,2.0,0.36430561542510986
4,1885.0,579.0,1919.0,607.0,2.0,0.3121415674686432
5,356.0,822.0,855.0,1008.0,2.0,0.9045085310935974
5,283.0,935.0,746.0,1079.0,2.0,0.8403124213218689
5,761.0,966.0,1263.0,1077.0,2.0,0.8085543513298035
5,1738.0,603.0,1784.0,637.0,2.0,0.7838362455368042
5,1835.0,657.0,1920.0,734.0,2.0,0.6924342513084412
5,956.0,688.0,984.0,754.0,0.0,0.6434345841407776
5,1023.0,397.0,1061.0,492.0,9.0,0.6216171979904175
5,992.0,687.0,1015.0,754.0,0.0,0.6098011136054993
5,817.0,418.0,858.0,513.0,9.0,0.5981652736663818
5,868.0,697.0,894.0,763.0,0.0,0.560738205909729
5,1849.0,432.0,1872.0,485.0,9.0,0.5169984698295593
5,1520.0,617.0,1630.0,663.0,2.0,0.4062967002391815
5,450.0,693.0,498.0,752.0,2.0,0.3763009011745453
5,752.0,469.0,799.0,539.0,9.0,0.3714645504951477
5,1885.0,579.0,1919.0,608.0,2.0,0.3262695372104645
6,341.0,822.0,840.0,1008.0,2.0,0.8800719976425171
6,279.0,943.0,722.0,1078.0,2.0,0.8302371501922607
6,761.0,966.0,1263.0,1078.0,2.0,0.8025650382041931
6,1738.0,604.0,1784.0,637.0,2.0,0.7273622751235962
6,1835.0,657.0,1920.0,734.0,2.0,0.6980277299880981
6,956.0,688.0,984.0,754.0,0.0,0.6441368460655212
6,1023.0,397.0,1061.0,492.0,9.0,0.6170414686203003
6,992.0,687.0,1015.0,754.0,0.0,0.6081332564353943
6,817.0,418.0,858.0,513.0,9.0,0.5928768515586853
6,868.0,697.0,894.0,763.0,0.0,0.5614524483680725
6,1849.0,432.0,1872.0,485.0,9.0,0.5145044326782227
6,1520.0,617.0,1630.0,663.0,2.0,0.40720197558403015
6,752.0,469.0,799.0,539.0,9.0,0.3700428307056427
6,1885.0,579.0,1919.0,608.0,2.0,0.324743390083313
6,451.0,697.0,493.0,752.0,2.0,0.32214784622192383
7,312.0,827.0,823.0,1013.0,2.0,0.8474095463752747
7,761.0,966.0,1263.0,1078.0,2.0,0.799796998500824
7,1737.0,605.0,1783.0,637.0,2.0,0.7766752243041992
7,280.0,952.0,709.0,1078.0,2.0,0.7727311849594116
7,1835.0,657.0,1920.0,734.0,2.0,0.6922937631607056
7,956.0,688.0,984.0,754.0,0.0,0.6480368375778198
7,1023.0,397.0,1061.0,492.0,9.0,0.6148395538330078
7,992.0,687.0,1015.0,754.0,0.0,0.6144285798072815
7,867.0,697.0,894.0,763.0,0.0,0.6006582975387573
7,818.0,418.0,858.0,513.0,9.0,0.591089129447937
7,1849.0,432.0,1872.0,485.0,9.0,0.5133890509605408
7,1520.0,617.0,1630.0,663.0,2.0,0.4073643982410431
7,752.0,469.0,799.0,539.0,9.0,0.36692583560943604
7,1886.0,579.0,1919.0,607.0,2.0,0.3093605041503906
8,216.0,961.0,652.0,1077.0,2.0,0.8382609486579895
8,761.0,965.0,1263.0,1077.0,2.0,0.788059651851654
8,279.0,833.0,802.0,1016.0,2.0,0.7381728291511536
8,1734.0,606.0,1781.0,638.0,2.0,0.692984938621521
8,1835.0,656.0,1920.0,734.0,2.0,0.6857175230979919
8,955.0,687.0,984.0,754.0,0.0,0.6377491354942322
8,1024.0,397.0,1061.0,492.0,9.0,0.6162428259849548
8,992.0,687.0,1015.0,754.0,0.0,0.605498731136322
8,817.0,418.0,858.0,513.0,9.0,0.5960766077041626
8,868.0,696.0,894.0,763.0,0.0,0.5850927829742432
8,1849.0,432.0,1872.0,485.0,9.0,0.5140350461006165
8,1520.0,617.0,1631.0,663.0,2.0,0.40983641147613525
8,753.0,469.0,799.0,539.0,9.0,0.3757258951663971
8,1885.0,579.0,1919.0,605.0,2.0,0.3327779769897461
8,404.0,349.0,434.0,418.0,9.0,0.3019043505191803
9,217.0,961.0,653.0,1077.0,2.0,0.8358002305030823
9,761.0,966.0,1263.0,1077.0,2.0,0.7799677848815918
9,280.0,833.0,802.0,1016.0,2.0,0.7339836955070496
9,1835.0,656.0,1920.0,734.0,2.0,0.6903430223464966
9,1734.0,606.0,1782.0,638.0,2.0,0.677846372127533
9,955.0,687.0,984.0,754.0,0.0,0.6373001337051392
