frame id,xmin,ymin,xmax,ymax,class,score
1,419.0,814.0,890.0,1017.0,2.0,0.6130563020706177
1,1023.0,400.0,1058.0,491.0,9.0,0.5570536851882935
1,757.0,473.0,793.0,538.0,9.0,0.5560030937194824
1,1839.0,618.0,1920.0,733.0,2.0,0.5421638488769531
1,1527.0,618.0,1660.0,664.0,2.0,0.5180810689926147
1,956.0,681.0,986.0,753.0,0.0,0.4388803541660309
1,752.0,951.0,1274.0,1080.0,2.0,0.4343946576118469
1,1737.0,599.0,1783.0,633.0,2.0,0.4314812123775482
1,1849.0,443.0,1869.0,487.0,9.0,0.4142782986164093
1,819.0,438.0,857.0,523.0,9.0,0.3936079144477844
1,392.0,340.0,429.0,421.0,9.0,0.3222472071647644
1,1803.0,576.0,1874.0,607.0,2.0,0.3135405480861664
1,449.0,695.0,508.0,754.0,2.0,0.3064686059951782
2,391.0,818.0,870.0,1025.0,2.0,0.6529789566993713
2,757.0,473.0,794.0,538.0,9.0,0.5533556342124939
2,1023.0,400.0,1058.0,491.0,9.0,0.5466343760490417
2,1838.0,619.0,1920.0,733.0,2.0,0.5312030911445618
2,1527.0,618.0,1660.0,664.0,2.0,0.5123709440231323
2,1737.0,599.0,1782.0,633.0,2.0,0.49138718843460083
2,956.0,680.0,986.0,753.0,0.0,0.43463006615638733
2,1849.0,443.0,1869.0,487.0,9.0,0.4101862609386444
2,819.0,437.0,857.0,523.0,9.0,0.3897831439971924
2,411.0,914.0,802.0,1074.0,2.0,0.3580501079559326
2,1803.0,576.0,1875.0,609.0,2.0,0.33608242869377136
2,392.0,340.0,428.0,421.0,9.0,0.3217247724533081
2,448.0,703.0,506.0,752.0,2.0,0.318578839302063
3,390.0,818.0,870.0,1026.0,2.0,0.6491687297821045
3,757.0,473.0,794.0,538.0,9.0,0.5541644096374512
3,1023.0,400.0,1058.0,491.0,9.0,0.5466059446334839
3,1838.0,619.0,1920.0,733.0,2.0,0.531026303768158
3,1527.0,618.0,1660.0,664.0,2.0,0.512518048286438
3,1737.0,599.0,1782.0,633.0,2.0,0.49165570735931396
3,955.0,680.0,986.0,753.0,0.0,0.4338931143283844
3,1849.0,443.0,1869.0,487.0,9.0,0.40992993116378784
3,819.0,437.0,857.0,523.0,9.0,0.3899329602718353
3,408.0,912.0,804.0,1073.0,2.0,0.33994007110595703
3,1803.0,576.0,1875.0,609.0,2.0,0.33571064472198486
3,392.0,340.0,429.0,421.0,9.0,0.32033559679985046
3,448.0,703.0,506.0,752.0,2.0,0.31553831696510315
4,379.0,821.0,857.0,1014.0,2.0,0.6120265126228333
4,757.0,473.0,794.0,538.0,9.0,0.5455514788627625
4,1023.0,400.0,1058.0,491.0,9.0,0.5423732995986938
4,1839.0,620.0,1920.0,733.0,2.0,0.5216051340103149
4,1527.0,618.0,1659.0,664.0,2.0,0.517332136631012
4,1737.0,601.0,1782.0,636.0,2.0,0.49957722425460815
4,400.0,928.0,783.0,1075.0,2.0,0.4387657046318054
4,955.0,680.0,986.0,753.0,0.0,0.4242337942123413
4,1849.0,443.0,1869.0,487.0,9.0,0.41331687569618225
4,819.0,437.0,857.0,523.0,9.0,0.38246482610702515
4,392.0,340.0,428.0,421.0,9.0,0.3295347988605499
4,1804.0,576.0,1875.0,609.0,2.0,0.32434701919555664
5,1023.0,400.0,1058.0,491.0,9.0,0.5471700429916382
5,757.0,473.0,794.0,538.0,9.0,0.5455697774887085
5,1838.0,620.0,1920.0,733.0,2.0,0.5247660279273987
5,1527.0,618.0,1660.0,664.0,2.0,0.520335853099823
5,1737.0,600.0,1782.0,635.0,2.0,0.5091443657875061
5,542.0,828.0,857.0,992.0,2.0,0.5041258931159973
5,956.0,681.0,986.0,753.0,0.0,0.4343867003917694
5,1849.0,443.0,1869.0,487.0,9.0,0.4124525487422943
5,819.0,437.0,857.0,523.0,9.0,0.38329342007637024
5,366.0,929.0,757.0,1078.0,2.0,0.3755445182323456
5,450.0,700.0,497.0,750.0,2.0,0.3553979992866516
5,748.0,952.0,1274.0,1080.0,2.0,0.34401893615722656
5,1803.0,576.0,1875.0,608.0,2.0,0.34383293986320496
5,392.0,340.0,428.0,421.0,9.0,0.3314792513847351
6,757.0,473.0,794.0,538.0,9.0,0.5470776557922363
6,1023.0,400.0,1058.0,491.0,9.0,0.5460091233253479
6,1838.0,620.0,1920.0,733.0,2.0,0.5276007056236267
6,1527.0,618.0,1660.0,664.0,2.0,0.5168402791023254
6,1736.0,600.0,1782.0,636.0,2.0,0.470996618270874
6,397.0,827.0,846.0,1023.0,2.0,0.4369313716888428
6,956.0,681.0,986.0,753.0,0.0,0.43367889523506165
6,1849.0,443.0,1869.0,487.0,9.0,0.4076707661151886
6,747.0,953.0,1273.0,1080.0,2.0,0.3949573338031769
6,819.0,437.0,857.0,523.0,9.0,0.3865949511528015
6,1803.0,576.0,1876.0,609.0,2.0,0.35982194542884827
