frame id,xmin,ymin,xmax,ymax,class,score,object id
1,420.0,813.0,893.0,1011.0,2,0.8403274416923523,1
1,375.0,910.0,831.0,1080.0,2,0.7807864546775818,2
1,1740.0,603.0,1784.0,633.0,2,0.7073186039924622,3
1,1836.0,657.0,1920.0,732.0,2,0.6894165277481079,4
1,770.0,963.0,1264.0,1076.0,2,0.588782548904419,5
1,1850.0,436.0,1872.0,488.0,9,0.5845252871513367,6
1,955.0,684.0,986.0,755.0,0,0.5464925765991211,7
1,759.0,473.0,795.0,533.0,9,0.5422118306159973,8
1,1804.0,578.0,1867.0,608.0,2,0.4517246186733246,9
1,449.0,699.0,506.0,752.0,2,0.4041594862937927,10
1,821.0,428.0,858.0,520.0,9,0.38484424352645874,11
1,1523.0,617.0,1623.0,662.0,2,0.3728983402252197,12
1,1889.0,431.0,1912.0,466.0,9,0.3702622652053833,13
1,992.0,689.0,1014.0,754.0,0,0.3607366383075714,14
1,1879.0,580.0,1920.0,606.0,2,0.36004361510276794,15
1,1878.0,612.0,1920.0,646.0,2,0.3451833426952362,16
1,1862.0,623.0,1919.0,666.0,2,0.3171495199203491,17
2,1738.0,601.0,1781.0,634.0,2,0.6973360776901245,3
2,1836.0,657.0,1920.0,732.0,2,0.6816019415855408,4
2,391.0,816.0,869.0,1019.0,2,0.6638572216033936,1
2,1850.0,437.0,1872.0,488.0,9,0.5784246325492859,6
2,331.0,920.0,785.0,1076.0,2,0.5541245341300964,2
2,955.0,684.0,986.0,755.0,0,0.5426230430603027,7
2,759.0,473.0,795.0,533.0,9,0.5319109559059143,8
2,1806.0,578.0,1866.0,608.0,2,0.4437248110771179,9
2,821.0,428.0,858.0,520.0,9,0.3845648765563965,11
2,1523.0,617.0,1623.0,663.0,2,0.3747026026248932,12
2,1889.0,431.0,1912.0,466.0,9,0.3628946542739868,13
2,1881.0,580.0,1920.0,608.0,2,0.3568815290927887,15
2,992.0,689.0,1014.0,754.0,0,0.34960758686065674,14
2,1879.0,611.0,1920.0,645.0,2,0.3363395631313324,16
2,770.0,959.0,1264.0,1076.0,2,0.31560030579566956,5
3,1738.0,601.0,1781.0,634.0,2,0.6975848078727722,3
3,1836.0,657.0,1920.0,732.0,2,0.6816198825836182,4
3,391.0,817.0,868.0,1019.0,2,0.6655948162078857,1
3,1850.0,437.0,1872.0,488.0,9,0.5785509943962097,6
3,333.0,920.0,786.0,1076.0,2,0.5673074722290039,2
3,955.0,685.0,986.0,755.0,0,0.5407401919364929,7
3,759.0,473.0,795.0,533.0,9,0.5316251516342163,8
3,1806.0,578.0,1866.0,608.0,2,0.44370323419570923,9
3,821.0,428.0,858.0,520.0,9,0.3846839368343353,11
3,1523.0,617.0,1623.0,663.0,2,0.3748694956302643,12
3,1889.0,431.0,1912.0,466.0,9,0.36306828260421753,13
3,1881.0,580.0,1920.0,608.0,2,0.35713130235671997,15
3,992.0,689.0,1014.0,754.0,0,0.3469593822956085,14
3,1879.0,611.0,1920.0,645.0,2,0.33633294701576233,16
3,770.0,959.0,1264.0,1076.0,2,0.3160874545574188,5
4,371.0,821.0,864.0,1007.0,2,0.7934141159057617,1
4,323.0,926.0,771.0,1077.0,2,0.6940617561340332,2
4,1736.0,601.0,1781.0,635.0,2,0.6929135918617249,3
4,1836.0,657.0,1920.0,732.0,2,0.6820586323738098,4
4,762.0,959.0,1264.0,1076.0,2,0.5945850014686584,5
4,1850.0,436.0,1872.0,488.0,9,0.5823994874954224,6
4,955.0,684.0,987.0,755.0,0,0.5422888398170471,7
4,759.0,473.0,795.0,533.0,9,0.5391155481338501,8
4,1806.0,578.0,1865.0,609.0,2,0.44597128033638,9
4,821.0,428.0,858.0,520.0,9,0.3917096257209778,11
4,1523.0,617.0,1622.0,663.0,2,0.3805665075778961,12
4,1889.0,431.0,1912.0,466.0,9,0.3684544563293457,13
4,1880.0,581.0,1920.0,607.0,2,0.3629685938358307,15
4,992.0,689.0,1014.0,754.0,0,0.3434092700481415,14
4,1879.0,611.0,1920.0,645.0,2,0.3357342481613159,16
5,354.0,822.0,837.0,1012.0,2,0.7341908812522888,1
5,1737.0,602.0,1780.0,636.0,2,0.6967329382896423,3
