frame id,gpu time used(s)
1,0.10771936783567071
2,0.08633233606815338
3,0.08511801389977336
4,0.08233695523813367
5,0.0817562430165708
6,0.08301737438887358
7,0.08316376293078065
8,0.08206491079181433
9,0.08211357798427343
10,0.08238771185278893
11,0.08173995418474078
12,0.08445553900673985
13,0.08442311733961105
14,0.08259050501510501
15,0.08281029993668199
16,0.08440656121820211
17,0.08352240780368447
18,0.08159376494586468
19,0.08241297816857696
20,0.08428093791007996
21,0.08265900099650025
22,0.08407380804419518
23,0.08233668422326446
24,0.08153756288811564
25,0.08225472224876285
26,0.08177761407569051
27,0.08329770294949412
28,0.08347376203164458
29,0.08312702691182494
30,0.08184244623407722
31,0.08202301617711782
32,0.08270072797313333
33,0.08306179475039244
34,0.08455001516267657
35,0.08475736295804381
36,0.08228174317628145
37,0.07777897082269192
38,0.07633097562938929
39,0.07771180709823966
40,0.07563682086765766
41,0.08268400328233838
42,0.08155307034030557
43,0.08104872284457088
44,0.08125535817816854
45,0.08248228393495083
46,0.07895354833453894
47,0.07852299511432648
48,0.07732819905504584
49,0.09014006471261382
50,0.0781789100728929
51,0.1349960290826857
52,0.09309678710997105
53,0.08261333592236042
54,0.08202010206878185
55,0.08169820811599493
56,0.08256441494449973
57,0.08298814902082086
58,0.0889726672321558
59,0.08179560769349337
60,0.0832492676563561
61,0.08027155976742506
62,0.08240810828283429
63,0.08759910799562931
64,0.11329851998016238
65,0.10378858586773276
66,0.10656263306736946
67,0.10073316982015967
68,0.09461102169007063
69,0.09831889718770981
70,0.0952104669995606
71,0.10356726124882698
72,0.09710435383021832
73,0.08874897379428148
74,0.08929416816681623
75,0.08910847082734108
76,0.08532592374831438
77,0.08437803387641907
78,0.08433185424655676
79,0.08564224792644382
80,0.08562175091356039
81,0.08486626576632261
82,0.08407664112746716
83,0.08258194383233786
84,0.0830482691526413
85,0.08195147011429071
86,0.08203706378117204
87,0.08232590602710843
88,0.08351948391646147
89,0.08366787433624268
90,0.0836962079629302
91,0.0835090633481741
92,0.08219451969489455
93,0.07942128321155906
94,0.07812357321381569
95,0.07909699995070696
96,0.07797375600785017
97,0.07819209806621075
98,0.07758772606030107
99,0.07918659085407853
100,0.07820771913975477
101,0.07765636313706636
102,0.07806881703436375
103,0.07839911291375756
104,0.07784973597154021
105,0.07923828018829226
106,0.08106070524081588
107,0.08027752302587032
108,0.09284714190289378
109,0.08162673003971577
110,0.07842747587710619
111,0.07833685213699937
112,0.07824460230767727
113,0.07859992608428001
114,0.09173375694081187
115,0.08216563519090414
116,0.07992319297045469
117,0.07886426523327827
118,0.07725118612870574
119,0.07680594781413674
120,0.07820194121450186
121,0.07625352637842298
122,0.07765323016792536
123,0.07952345674857497
124,0.08050059201195836
125,0.0788637762889266
126,0.07999519584700465
127,0.07689825119450688
128,0.08373386599123478
129,0.08107264572754502
130,0.07977643189951777
131,0.07839777739718556
132,0.07721207989379764
133,0.0780686461366713
134,0.07677676808089018
135,0.07934788474813104
136,0.07895109569653869
137,0.07745627500116825
138,0.07676112791523337
139,0.07710186904296279
140,0.07913290988653898
141,0.0801138048991561
142,0.0764699256978929
143,0.07729085814207792
144,0.08957840921357274
145,0.0879598050378263
146,0.08318091789260507
147,0.0789308319799602
148,0.07868081564083695
149,0.07708923472091556
150,0.0769800660200417
151,0.07697949185967445
152,0.0765644321218133
153,0.07597028370946646
154,0.07615935802459717
155,0.07850984204560518
156,0.07814913522452116
157,0.07783553469926119
158,0.07768925139680505
159,0.07659624191001058
160,0.07914906926453114
161,0.07885482395067811
162,0.07814513193443418
163,0.07680582581087947
164,0.07619239576160908
165,0.08374077873304486
166,0.0993707561865449
167,0.09648336796090007
168,0.09685489675030112
169,0.09476630575954914
170,0.09048993978649378
171,0.08772698836401105
172,0.08169914409518242
173,0.0822047172114253
174,0.08136382419615984
175,0.08054243214428425
176,0.08041166886687279
177,0.08002147125080228
178,0.08050419902428985
179,0.08198211016133428
180,0.08491548616439104
181,0.082972870208323
182,0.0842666570097208
183,0.0823490577749908
184,0.08036002330482006
185,0.07979732612147927
186,0.08005127077922225
187,0.08036461798474193
188,0.08007647888734937
189,0.0807695728726685
190,0.08190389210358262
191,0.08318206202238798
192,0.08030644478276372
193,0.08046550396829844
194,0.08023568894714117
195,0.07973643112927675
196,0.07986058294773102
197,0.08092092210426927
198,0.08117587491869926
199,0.08019720809534192
200,0.094596475828439
201,0.08536620065569878
202,0.07982032606378198
203,0.081126200966537
204,0.08209919882938266
205,0.08195182913914323
206,0.08117259899154305
207,0.08048992929980159
208,0.07950157998129725
209,0.08031953405588865
210,0.08145725494250655
211,0.08006653701886535
212,0.07915929332375526
213,0.07890074281021953
214,0.07884972775354981
215,0.07866871682927012
216,0.07909806398674846
217,0.07898184889927506
218,0.07893882598727942
219,0.07914748275652528
220,0.07908697566017509
221,0.07917406316846609
222,0.07881655404344201
223,0.07885898882523179
224,0.07946817297488451
225,0.07894263323396444
226,0.07964100688695908
227,0.07913970993831754
228,0.07898601610213518
229,0.07884849095717072
230,0.07940432336181402
231,0.07958068512380123
232,0.08003263594582677
233,0.07840282376855612
234,0.07887876266613603
235,0.08037253515794873
236,0.07881890330463648
237,0.07887390814721584
238,0.07862083707004786
239,0.0781528907828033
240,0.07975693605840206
241,0.08027359889820218
242,0.07922177482396364
243,0.07883295463398099
244,0.07823912892490625
245,0.07941133389249444
246,0.07894968427717686
247,0.07898470293730497
